#This file was generated on Sun Sep 20 19:08:17 2020
#Using the somd command, of the molecular library Sire version <2020.1.0> 
#For more information visit: https://github.com/michellab/Sire
#
#General information on simulation parameters:
#Simulation used 10000 moves, 50 cycles and 1000 ps of simulation time 
#Generating lambda is		 0.80000
#Alchemical array is		 (0.0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0)
#Generating temperature is 	300 t
#Energy was saved every 500 steps 
#
#
#   [step]      [potential kcal/mol]       [gradient kcal/mol]      [forward Metropolis]     [backward Metropolis]                   [u_kl]
       0           -8.63277731e+03            4.82212787e+01            9.52874849e-01            1.04934992e+00     1.264378042716043e+01     1.302561312545762e+01     1.383563619600456e+01     1.496921951903516e+01     1.650114940388007e+01     1.854950150717898e+01     2.123961423822083e+01     2.469486445734251e+01     2.903522838885411e+01     3.437775182632356e+01     4.084121953393152e+01
     500           -8.38421350e+03            3.28002578e+01            9.67685623e-01            1.03329477e+00     2.567794709984180e+01     2.189662718245744e+01     2.077794188703128e+01     2.050369494349495e+01     2.071260402440477e+01     2.141015993105969e+01     2.269566323760013e+01     2.468944701590257e+01     2.751381995984066e+01     3.128873790662781e+01     3.613714806625253e+01
    1000           -8.36198729e+03            4.42400222e+01            9.56677297e-01            1.04518186e+00     9.330918860975904e+00     9.298064638857962e+00     9.913072712544901e+00     1.087046610096227e+01     1.219015750564855e+01     1.397970492276141e+01     1.636624605386456e+01     1.947739543589704e+01     2.343693786485702e+01     2.836483929592149e+01     3.438355239148536e+01
    1500           -8.32810554e+03            4.43107736e+01            9.56605736e-01            1.04525157e+00     2.635724901449460e+01     1.725317159360469e+01     1.558399928471740e+01     1.588309939423667e+01     1.697603732309439e+01     1.866716162971461e+01     2.100289985311297e+01     2.408949078859294e+01     2.804567272854277e+01     3.299069477071411e+01     3.904793364092487e+01
    2000           -8.37359854e+03            5.06703286e+01            9.50543838e-01            1.05192273e+00     1.612564600536986e+01     1.308290915958989e+01     1.248491500421283e+01     1.284522871638785e+01     1.388274687587134e+01     1.562122765463703e+01     1.816250388283110e+01     2.162586567073465e+01     2.613201299565456e+01     3.179952395674016e+01     3.874978434918113e+01
    2500           -8.36326947e+03            1.75716881e+01            9.82539749e-01            1.01768343e+00     2.953735414685603e+01     2.585488398653521e+01     2.429495236039372e+01     2.335951583629374e+01     2.274171451961968e+01     2.245622836747352e+01     2.260402994239809e+01     2.330596404802176e+01     2.468461713009514e+01     2.686015107631359e+01     2.995585884982082e+01
    3000           -8.38495716e+03            2.67766554e+01            9.73527126e-01            1.02708400e+00     3.216476223869487e+01     2.453902109620396e+01     2.237787478656164e+01     2.165930217206120e+01     2.152663502096605e+01     2.185979153128536e+01     2.272273860314808e+01     2.422473008727821e+01     2.648410880854229e+01     2.961923046456244e+01     3.375178447727949e+01
    3500           -8.40676654e+03            5.93047419e+01            9.42368175e-01            1.06104073e+00     1.024726065224351e+01     7.180964684931821e+00     7.433622375819652e+00     8.840363792514770e+00     1.093510201362103e+01     1.369341294323782e+01     1.720764748995143e+01     2.159790335682030e+01     2.698777905990282e+01     3.349866576560697e+01     4.125552775996121e+01
    4000           -8.35711523e+03            3.86200426e+01            9.62066072e-01            1.03932133e+00     2.075560388585688e+01     1.752617114553977e+01     1.663614258843361e+01     1.658114879710067e+01     1.706111978509241e+01     1.809486863620006e+01     1.978533016830138e+01     2.225434934759705e+01     2.562504113936482e+01     3.001792993305387e+01     3.555666611005307e+01
    4500           -8.36030034e+03            4.41761546e+01            9.56741310e-01            1.04511829e+00     1.488477293848197e+01     1.253076057841258e+01     1.256024707581935e+01     1.338968825302738e+01     1.470100374852391e+01     1.650771841369182e+01     1.891049987782368e+01     2.202983764824962e+01     2.598803541781961e+01     3.090505377703767e+01     3.690385515599733e+01
    5000           -8.34799684e+03            3.74894143e+01            9.63157968e-01            1.03815073e+00     1.807855952130126e+01     1.628255731727523e+01     1.540003691954095e+01     1.502140172395236e+01     1.513643668853593e+01     1.584294886235037e+01     1.726444734175550e+01     1.952697077579743e+01     2.275354367288426e+01     2.706367484715910e+01     3.257931800318542e+01
    5500           -8.38367187e+03            3.77466914e+01            9.62914824e-01            1.03842284e+00     5.212929174766290e+01     2.634862048013240e+01     2.076735515086442e+01     1.979872246243872e+01     2.021262960173025e+01     2.133819278374132e+01     2.310479878085183e+01     2.559066402462046e+01     2.890942594954927e+01     3.318095445713368e+01     3.853157951180602e+01
    6000           -8.26144165e+03            4.17544888e+01            9.59060421e-01            1.04258976e+00     1.885982149897160e+01     1.762446839578309e+01     1.737189491207639e+01     1.760361927375298e+01     1.829563421143165e+01     1.954467859997566e+01     2.147493903065807e+01     2.421309815933407e+01     2.788259966061512e+01     3.260325112067783e+01     3.849725811143879e+01
    6500           -8.28443165e+03            2.90531689e+01            9.71324707e-01            1.02943682e+00     2.262237094352024e+01     1.894398021262991e+01     1.755731876823904e+01     1.693894572035391e+01     1.678668240805026e+01     1.711822236388143e+01     1.803520447568130e+01     1.965823548974456e+01     2.210945483356981e+01     2.550860272420959e+01     2.997845362195979e+01
    7000           -8.25590648e+03            2.11701886e+01            9.79013778e-01            1.02135565e+00     2.448923581287454e+01     2.246771813006213e+01     2.149043147565273e+01     2.085270064361266e+01     2.047577307799310e+01     2.044076988634128e+01     2.086719419925716e+01     2.188018893239793e+01     2.360262660025079e+01     2.615407471532290e+01     2.965653110820944e+01
