#This file was generated on Sun Aug 23 12:10:26 2020
#Using the somd command, of the molecular library Sire version <2020.1.0> 
#For more information visit: https://github.com/michellab/Sire
#
#General information on simulation parameters:
#Simulation used 10000 moves, 50 cycles and 1000 ps of simulation time 
#Generating lambda is		 0.40000
#Alchemical array is		 (0.0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0)
#Generating temperature is 	300 t
#Energy was saved every 500 steps 
#
#
#   [step]      [potential kcal/mol]       [gradient kcal/mol]      [forward Metropolis]     [backward Metropolis]                   [u_kl]
       0           -8.58612273e+03           -6.55585658e+01            1.06739504e+00            9.36228230e-01     9.305477662975039e+01     5.644167725340453e+01     2.917191655473577e+01     1.063255405739672e+01     2.181689110802264e-01    -2.681520457160629e+00     1.330342352339903e+00     1.171181400567082e+01     2.821022127216563e+01     5.189943234326153e+01     9.094511654537627e+01
     500           -8.29934608e+03           -7.59123906e+01            1.07850009e+00            9.26581280e-01     1.006800296538099e+02     6.367161133102623e+01     3.581849713035638e+01     1.651300188530555e+01     5.152880200876412e+00     1.129944705934151e+00     3.834556139363221e+00     1.268094882606212e+01     2.722669758509492e+01     4.776386082217341e+01     7.891975898418401e+01
    1000           -8.25643987e+03           -2.03756591e+01            1.02024996e+00            9.79509183e-01     8.329639462615195e+01     5.202964106541845e+01     2.986365960420995e+01     1.619102774578976e+01     1.041057802656974e+01     1.191815927564483e+01     2.011947814149572e+01     3.448675855149207e+01     5.480598850817267e+01     8.234382374914263e+01     1.264839743195165e+02
    1500           -8.20303290e+03           -1.12129610e+02            1.11827155e+00            8.93619699e-01     1.255757480671394e+02     8.334865531483476e+01     5.073570531765088e+01     2.712675972080346e+01     1.191788589679549e+01     4.498795733658405e+00     4.258193496258746e+00     1.060981712757536e+01     2.309945815257386e+01     4.183420670121772e+01     6.939533146037361e+01
    2000           -8.32393798e+03           -6.23214638e+01            1.06397290e+00            9.39288122e-01     9.743523404189784e+01     6.297174918405712e+01     3.732952914104882e+01     1.989690273832827e+01     1.006826449790386e+01     7.231200372656955e+00     1.077189020261450e+01     2.010287767109605e+01     3.478759503570286e+01     5.511005233666062e+01     8.526802483619910e+01
    2500           -8.30265455e+03           -4.82525485e+01            1.04913528e+00            9.52620366e-01     8.544030336523062e+01     5.407377843321547e+01     3.103959870755612e+01     1.573114629704082e+01     7.547016790917123e+00     5.880444493571139e+00     1.012450191566728e+01     1.969968947768466e+01     3.418126980621307e+01     5.390181841337313e+01     8.332045458690540e+01
    3000           -8.24199216e+03           -6.33421430e+01            1.06503450e+00            9.38307935e-01     9.792538229130112e+01     6.169791446721639e+01     3.475805822077070e+01     1.650160801795484e+01     6.328642983131215e+00     3.632452022478172e+00     7.800678091043422e+00     1.823478354649754e+01     3.449901515423814e+01     5.747165890047828e+01     1.003406466101253e+02
    3500           -8.32573012e+03           -8.86098260e+01            1.09227445e+00            9.14884474e-01     1.141118913887224e+02     7.510108420419618e+01     4.545791069765117e+01     2.457212460841148e+01     1.183921418234550e+01     6.646832290403107e+00     8.376548882027551e+00     1.641957363210882e+01     3.025488472409147e+01     4.981994986328926e+01     7.756529946449507e+01
    4000           -8.20423335e+03           -8.73723282e+01            1.09093323e+00            9.16025430e-01     1.021507144997542e+02     6.345343941132892e+01     3.407357149767697e+01     1.339723872926637e+01     8.173420439460207e-01    -4.280815712953555e+00    -2.514037154305641e+00     5.529205276424190e+00     1.942746181287086e+01     3.957387069509053e+01     7.080831112663091e+01
    4500           -8.34425373e+03           -9.29820810e+01            1.09708812e+00            9.10915941e-01     1.110620517626107e+02     7.240870446818006e+01     4.290292453406844e+01     2.192801111886149e+01     8.875025181191884e+00     3.127961751917219e+00     4.073537554723775e+00     1.115048778572401e+01     2.408155382441283e+01     4.410812410998870e+01     8.269987499807880e+01
    5000           -8.31438562e+03           -8.73746894e+01            1.09092277e+00            9.16012319e-01     1.089024106614734e+02     6.960024344816743e+01     3.978657952221817e+01     1.884848557140270e+01     6.180312719753786e+00     1.171571855561234e+00     3.218404589970520e+00     1.177436721448270e+01     2.655741504285552e+01     4.842598961278236e+01     8.361775373791058e+01
    5500           -8.29607153e+03           -4.27886919e+01            1.04339452e+00            9.57817498e-01     8.081237357396058e+01     4.813039020760748e+01     2.431779526474756e+01     8.763170213122207e+00     8.619721207120724e-01     4.852589035855889e-03     5.588001000906061e+00     1.705924793473189e+01     3.410842250999214e+01     5.747992108631318e+01     9.298073624428227e+01
    6000           -8.31432597e+03           -2.62369698e+01            1.02626259e+00            9.73799073e-01     7.695086428953775e+01     4.612743209299094e+01     2.411708182631346e+01     1.030636532411735e+01     4.089845352048513e+00     4.857745030626443e+00     1.200898068898402e+01     2.500899104131380e+01     4.363051603071548e+01     6.903790066618346e+01     1.098136373570673e+02
    6500           -8.30915384e+03           -6.21777336e+01            1.06378240e+00            9.39389943e-01     9.457756058617450e+01     5.801636169332287e+01     3.088110451420270e+01     1.255799076516129e+01     2.441517481134626e+00    -7.613091876136829e-02     4.414317042762902e+00     1.542382922461840e+01     3.293778729599897e+01     5.926580978929037e+01     1.107381077939974e+02
    7000           -8.36849735e+03           -2.29518898e+01            1.02289562e+00            9.77002239e-01     7.745142385532026e+01     4.745779942936100e+01     2.613883067052176e+01     1.287708149309433e+01     7.063759846869803e+00     8.085328517246504e+00     1.533839213381680e+01     2.829605633385696e+01     4.678914753605392e+01     7.232066591641427e+01     1.158330053342820e+02
    7500           -8.23046410e+03           -5.04858008e+01            1.05147380e+00            9.50488889e-01     8.108021153813064e+01     4.860667467758992e+01     2.471555938286422e+01     8.798222936440023e+00     2.589791988089591e-01    -1.484720168838650e+00     3.055440618582193e+00     1.367066355189691e+01     3.144068300019770e+01     6.339976946550896e+01     1.488072527107021e+02
    8000           -8.24700352e+03           -6.17926570e+01            1.06338328e+00            9.39760974e-01     9.814207485483144e+01     6.239805837997783e+01     3.585429950794209e+01     1.789971393566612e+01     7.930827802779302e+00     5.342117970910286e+00     9.542960099420270e+00     2.002713135996227e+01     3.664992547442159e+01     6.078273997405163e+01     1.007231288201197e+02
    8500           -8.26914169e+03           -4.35502903e+00            1.00407715e+00            9.95369554e-01     6.457051569075881e+01     3.680256067749180e+01     1.760465614866721e+01     6.359348844162104e+00     2.457974728995670e+00     5.289438934024631e+00     1.426120138068231e+01     2.888436712295284e+01     4.911415340654710e+01     7.679464514727701e+01     1.228517432095266e+02
    9000           -8.24001995e+03           -8.54817197e+01            1.08887014e+00            9.17756798e-01     1.024627355572892e+02     6.386625766884202e+01     3.460409794437577e+01     1.406836503139591e+01     1.658890533208097e+00    -3.223532779817763e+00    -1.154177323187408e+00     7.409391109464567e+00     2.251579356673279e+01     4.645335080105076e+01     9.266221050749314e+01
    9500           -8.32550054e+03           -3.25198740e+01            1.03273001e+00            9.67699228e-01     8.409369657555743e+01     5.230698025523201e+01     2.942819103008098e+01     1.484350356470895e+01     7.948973416576566e+00     8.144015831438077e+00     1.486492465096869e+01     2.771915355521106e+01     4.703340264680945e+01     7.627979448936685e+01     1.345301186608806e+02
   10000           -8.29654418e+03           -6.57994882e+01            1.06764689e+00            9.35998024e-01     9.702100534731034e+01     6.045010544899804e+01     3.320769081753504e+01     1.467702005606048e+01     4.249965922646878e+00     1.314720327138151e+00     5.272461256216294e+00     1.560722319369213e+01     3.216516614527421e+01     5.635503269587103e+01     9.745031055483913e+01
   10500           -8.27399249e+03           -5.00550326e+01            1.05098118e+00            9.50862433e-01     8.766544387505162e+01     5.320015534427915e+01     2.790561453676941e+01     1.117099239383375e+01     2.391886075462952e+00     9.584645442443978e-01     6.263893496147244e+00     1.774462428382986e+01     3.505809001007341e+01     5.892561712414035e+01     9.613453105376421e+01
   11000           -8.24030148e+03           -1.04655972e+02            1.10996972e+00            9.00343241e-01     1.142623757209100e+02     7.455990145970706e+01     4.396414168351901e+01     2.186296129697885e+01     7.653886292108504e+00     7.364830734499269e-01     5.418740120341772e-01     6.651111001172055e+00     1.927631957818286e+01     4.136278418784738e+01     8.914204848995062e+01
   11500           -8.17799232e+03           -7.27443783e+01            1.07506408e+00            9.29499988e-01     9.808540687895278e+01     6.002064048196763e+01     3.150975810201507e+01     1.193953916923392e+01     7.032533131482589e-01    -2.813286623187013e+00     7.732697668603709e-01     1.087342515809951e+01     2.706529869574304e+01     4.981752462962957e+01     8.533306002443889e+01
   12000           -8.22232781e+03           -5.61808587e+01            1.05742971e+00            9.45047057e-01     8.717555855216627e+01     5.169165374722480e+01     2.549976289017326e+01     7.982342345460625e+00    -1.466710086261880e+00    -3.448370734623108e+00     1.482560477929002e+00     1.297847165132427e+01     3.154164465156652e+01     6.129074528744191e+01     1.236562010636952e+02
   12500           -8.29105526e+03           -2.68090303e+01            1.02685557e+00            9.73247588e-01     7.463921216708630e+01     4.397779100085778e+01     2.206283878143466e+01     8.284978202761442e+00     2.041268588389963e+00     2.724640183640980e+00     9.734555500032155e+00     2.252551061988777e+01     4.082004471707840e+01     6.563289084769538e+01     1.055093128215292e+02
   13000           -8.37689243e+03           -1.01694225e+01            1.00991170e+00            9.89578738e-01     7.695516990438499e+01     4.797239520174968e+01     2.773007220206539e+01     1.562061629705158e+01     1.104181959756688e+01     1.338556910023164e+01     2.204305817829799e+01     3.643460399377753e+01     5.615419940984322e+01     8.169861661237162e+01     1.188842111858464e+02
   13500           -8.28061647e+03           -9.27795751e+01            1.09682025e+00            9.11062448e-01     1.122966903990085e+02     7.158226611953894e+01     4.059721579947943e+01     1.873481925145303e+01     5.396215457166604e+00    -1.771347423164349e-02     1.913049845396216e+00     1.070834142818299e+01     2.632399508295191e+01     5.066112030421407e+01     9.543135312199902e+01
