,Perturbation,Exp1,Pred1
0,thrombin_3a~3b,0.206,-0.18833859264850616
1,thrombin_6e~6a,0.245525,0.05955899506807327
2,thrombin_6a~6b,0.2214875,0.15717650949954987
3,thrombin_6b~1b,0.2033875,0.13999317586421967
4,thrombin_5~3a,0.2162,-0.14427132904529572
5,thrombin_1a~5,0.252075,-0.14112357795238495
6,thrombin_1b~1c,0.18035,-0.12400569021701813
7,thrombin_1d~1c,0.198525,-0.10212521255016327
8,thrombin_3a~1d,0.2140375,-0.5956618785858154
9,thrombin_3b~1a,0.209625,-0.28517699241638184
10,thrombin_1a~3b,0.1941875,-0.25582355260849
11,thrombin_1a~6e,0.2158875,-0.0405903160572052
12,thrombin_6e~1a,0.21465,0.1320001184940338
13,thrombin_1b~6b,0.2033625,0.13681569695472717
14,thrombin_6e~6b,0.217325,0.08092738687992096
15,thrombin_1b~1c,0.18055,-0.12400569021701813
16,thrombin_6b~7a,0.2194375,0.08931860327720642
17,thrombin_6e~6a,0.2459,0.05955899506807327
18,thrombin_5~1a,0.25355,-0.05082201957702637
19,thrombin_3b~3a,0.2133375,-0.22915028035640717
20,thrombin_6b~6e,0.2133875,0.13973131775856018
21,thrombin_1b~6b,0.2087375,0.13681569695472717
22,thrombin_1d~1c,0.19835,-0.10212521255016327
23,thrombin_7a~3a,0.2037,0.11779128015041351
24,thrombin_1a~6e,0.2137875,-0.0405903160572052
25,thrombin_3a~3b,0.2133125,-0.18833859264850616
26,thrombin_3b~3a,0.2069,-0.22915028035640717
27,thrombin_1c~1b,0.1809625,-0.053895577788352966
28,thrombin_1d~3a,0.210575,-0.32733607292175293
29,thrombin_3b~1a,0.1961125,-0.28517699241638184
30,thrombin_1c~1d,0.199825,-0.2600712776184082
31,thrombin_6a~6e,0.246475,0.11011204868555069
32,thrombin_1c~1b,0.17988749999999998,-0.053895577788352966
33,thrombin_6a~6e,0.2467625,0.11011204868555069
34,thrombin_3a~5,0.2077125,-0.12683530151844025
35,thrombin_6b~1b,0.2083,0.13999317586421967
36,thrombin_6b~6a,0.2218125,0.10792730748653412
37,thrombin_6e~1a,0.2152625,0.1320001184940338
38,thrombin_6e~6b,0.212125,0.08092738687992096
39,thrombin_1a~5,0.252325,-0.14112357795238495
40,thrombin_3a~1d,0.213175,-0.5956618785858154
41,thrombin_3a~5,0.2162625,-0.12683530151844025
42,thrombin_3a~7a,0.20235,0.12383005023002625
43,thrombin_7a~6b,0.223775,0.10710283368825912
44,thrombin_1d~3a,0.2134,-0.32733607292175293
45,thrombin_3a~7a,0.20915,0.12383005023002625
46,thrombin_5~1a,0.2522,-0.05082201957702637
47,thrombin_5~3a,0.2115875,-0.14427132904529572
48,thrombin_7a~3a,0.2088375,0.11779128015041351
49,thrombin_6b~6a,0.22145,0.10792730748653412
50,thrombin_1c~1d,0.19715,-0.2600712776184082
51,thrombin_6a~6b,0.2230125,0.15717650949954987
52,thrombin_6b~7a,0.2231125,0.08931860327720642
53,thrombin_1a~3b,0.209375,-0.25582355260849
54,thrombin_6b~6e,0.2166,0.13973131775856018
55,thrombin_7a~6b,0.21895,0.10710283368825912
56,p38_mk3~p38a_3fly,0.20830769230769236,-0.3590247631072998
57,p38_mk4~p38a_2bb,0.19537222222222225,-0.46247774362564087
58,p38_p38a_2gg~p38a_3fln,0.1813230769230769,-0.49132347106933594
59,p38_p38a_2j~mk3,0.13304615384615384,-0.4481978416442871
60,p38_p38a_3fly~p38a_2aa,0.1900875,0.029401637613773346
61,p38_mk1~p38a_2f,0.2101277777777778,-0.3758220076560974
62,p38_p38a_2p~p38a_2n,0.16951666666666665,-1.3318029642105103
63,p38_p38a_2r~p38a_2l,0.2124153846153846,-1.0418561697006226
64,p38_p38a_3fln~p38a_3flz,0.2371375,-0.0942443311214447
65,p38_p38a_2aa~p38a_2z,0.1454875,-0.24611033499240875
66,p38_p38a_2i~p38a_2j,0.2522,-0.11619351804256439
67,p38_p38a_2k~mk5,0.17159999999999995,-0.38610780239105225
68,p38_p38a_3fly~p38a_3fmh,0.14566923076923075,-0.49157512187957764
69,p38_p38a_2k~p38a_2m,0.2088384615384616,0.046419404447078705
70,p38_p38a_2z~p38a_3flw,0.09292608695652174,0.01483696699142456
71,p38_p38a_3flw~p38a_2v,0.017972222222222226,-0.8388789296150208
72,p38_p38a_2aa~p38a_2z,0.1441375,-0.24611033499240875
73,p38_p38a_2j~mk3,0.1291846153846154,-0.4481978416442871
74,p38_p38a_3fly~p38a_2bb,0.18129444444444445,-0.4075995683670044
75,p38_p38a_2t~p38a_2o,0.16501666666666667,-0.8178486227989197
76,p38_mk3~p38a_3fln,0.141,-0.8803064823150635
77,p38_p38a_2k~p38a_2m,0.21235384615384614,0.046419404447078705
78,p38_p38a_2gg~p38a_2ff,0.2451,-0.28892654180526733
79,p38_p38a_3fln~p38a_2ee,0.17129230769230766,-0.7695974111557007
80,p38_p38a_3flz~p38a_3fln,0.2373125,-0.11050225794315338
81,p38_p38a_2k~p38a_2q,0.04621884057971015,-2.0849075317382812
82,p38_p38a_2p~p38a_2l,0.05393623188405797,-1.6503244638442993
83,p38_p38a_2f~p38a_3flz,0.25168749999999995,-0.05058880150318146
84,p38_p38a_2v~mk4,0.214925,-0.09103517234325409
85,p38_p38a_2l~p38a_2p,0.054530434782608696,-2.0110185146331787
86,p38_mk1~p38a_2f,0.2152722222222222,-0.3758220076560974
87,p38_p38a_2ff~p38a_2gg,0.24523846153846154,-0.31437528133392334
88,p38_p38a_2r~p38a_2s,0.15011249999999998,-0.32977771759033203
89,p38_p38a_3flz~mk1,0.21164444444444444,-0.6801621913909912
90,p38_p38a_3flw~p38a_3fly,0.09470652173913044,-0.498094379901886
91,p38_p38a_3flw~p38a_2aa,0.007087912087912087,-0.21913711726665497
92,p38_p38a_2u~p38a_2q,0.11656153846153848,-0.22685708105564117
93,p38_p38a_2f~mk1,0.2127388888888889,-0.889622688293457
94,p38_mk4~p38a_2v,0.21573750000000005,0.03373554348945618
95,p38_p38a_2x~mk3,0.14756153846153847,-0.4791378974914551
96,p38_p38a_3fmk~p38a_3fly,0.1463307692307692,-0.5094375014305115
97,p38_p38a_2c~mk1,0.18535384615384615,-0.5384223461151123
98,p38_p38a_3flz~p38a_3fln,0.23575,-0.11050225794315338
99,p38_p38a_2ee~p38a_2j,0.1878111111111111,-0.8372502326965332
100,p38_p38a_2t~p38a_3fln,0.18765,-0.3707370162010193
101,p38_p38a_3flq~mk4,0.03848804347826087,-0.7709850668907166
102,p38_p38a_3fln~p38a_2gg,0.17596923076923074,-0.6315024495124817
103,p38_p38a_3fly~mk3,0.2117846153846154,-0.3383750915527344
104,p38_p38a_2x~mk3,0.1462153846153846,-0.4791378974914551
105,p38_p38a_2bb~mk4,0.19627777777777775,-0.5896809101104736
106,p38_p38a_3fln~p38a_2k,0.1527375,0.12358742952346802
