,Perturbation,Exp1,Pred1
0,thrombin_3a~3b,0.206,2.3840420246124268
1,thrombin_6e~6a,0.245525,1.2570796012878418
2,thrombin_6a~6b,0.2214875,1.143215298652649
3,thrombin_6b~1b,0.2033875,1.8528245687484741
4,thrombin_5~3a,0.2162,2.2174832820892334
5,thrombin_1a~5,0.252075,2.470879554748535
6,thrombin_1b~1c,0.18035,1.5444307327270508
7,thrombin_1d~1c,0.198525,2.04746150970459
8,thrombin_3a~1d,0.2140375,2.230776786804199
9,thrombin_3b~1a,0.209625,2.932314872741699
10,thrombin_1a~3b,0.1941875,2.2688817977905273
11,thrombin_1a~6e,0.2158875,1.2488911151885986
12,thrombin_6e~1a,0.21465,2.306931257247925
13,thrombin_1b~6b,0.2033625,1.4196934700012207
14,thrombin_6e~6b,0.217325,1.4479866027832031
15,thrombin_1b~1c,0.18055,1.5444307327270508
16,thrombin_6b~7a,0.2194375,1.4929335117340088
17,thrombin_6e~6a,0.2459,1.2570796012878418
18,thrombin_5~1a,0.25355,2.9752254486083984
19,thrombin_3b~3a,0.2133375,2.4934608936309814
20,thrombin_6b~6e,0.2133875,0.8235675692558289
21,thrombin_1b~6b,0.2087375,1.4196934700012207
22,thrombin_1d~1c,0.19835,2.04746150970459
23,thrombin_7a~3a,0.2037,2.088768482208252
24,thrombin_1a~6e,0.2137875,1.2488911151885986
25,thrombin_3a~3b,0.2133125,2.3840420246124268
26,thrombin_3b~3a,0.2069,2.4934608936309814
27,thrombin_1c~1b,0.1809625,2.0879788398742676
28,thrombin_1d~3a,0.210575,2.534646511077881
29,thrombin_3b~1a,0.1961125,2.932314872741699
30,thrombin_1c~1d,0.199825,2.2321865558624268
31,thrombin_6a~6e,0.246475,0.6282093524932861
32,thrombin_1c~1b,0.17988749999999998,2.0879788398742676
33,thrombin_6a~6e,0.2467625,0.6282093524932861
34,thrombin_3a~5,0.2077125,2.671266794204712
35,thrombin_6b~1b,0.2083,1.8528245687484741
36,thrombin_6b~6a,0.2218125,1.2600085735321045
37,thrombin_6e~1a,0.2152625,2.306931257247925
38,thrombin_6e~6b,0.212125,1.4479866027832031
39,thrombin_1a~5,0.252325,2.470879554748535
40,thrombin_3a~1d,0.213175,2.230776786804199
41,thrombin_3a~5,0.2162625,2.671266794204712
42,thrombin_3a~7a,0.20235,1.8289133310317993
43,thrombin_7a~6b,0.223775,1.4179836511611938
44,thrombin_1d~3a,0.2134,2.534646511077881
45,thrombin_3a~7a,0.20915,1.8289133310317993
46,thrombin_5~1a,0.2522,2.9752254486083984
47,thrombin_5~3a,0.2115875,2.2174832820892334
48,thrombin_7a~3a,0.2088375,2.088768482208252
49,thrombin_6b~6a,0.22145,1.2600085735321045
50,thrombin_1c~1d,0.19715,2.2321865558624268
51,thrombin_6a~6b,0.2230125,1.143215298652649
52,thrombin_6b~7a,0.2231125,1.4929335117340088
53,thrombin_1a~3b,0.209375,2.2688817977905273
54,thrombin_6b~6e,0.2166,0.8235675692558289
55,thrombin_7a~6b,0.21895,1.4179836511611938
56,p38_mk3~p38a_3fly,0.20830769230769236,-0.7731350660324097
57,p38_mk4~p38a_2bb,0.19537222222222225,-1.3272777795791626
58,p38_p38a_2gg~p38a_3fln,0.1813230769230769,-1.210861325263977
59,p38_p38a_2j~mk3,0.13304615384615384,-0.6153971552848816
60,p38_p38a_3fly~p38a_2aa,0.1900875,-1.3021111488342285
61,p38_mk1~p38a_2f,0.2101277777777778,-2.361151695251465
62,p38_p38a_2p~p38a_2n,0.16951666666666665,-0.7849876284599304
63,p38_p38a_2r~p38a_2l,0.2124153846153846,-1.0288548469543457
64,p38_p38a_3fln~p38a_3flz,0.2371375,-0.6010631918907166
65,p38_p38a_2aa~p38a_2z,0.1454875,-1.1306971311569214
66,p38_p38a_2i~p38a_2j,0.2522,-1.3719295263290405
67,p38_p38a_2k~mk5,0.17159999999999995,-2.4049015045166016
68,p38_p38a_3fly~p38a_3fmh,0.14566923076923075,-1.2696462869644165
69,p38_p38a_2k~p38a_2m,0.2088384615384616,-2.030855178833008
70,p38_p38a_2z~p38a_3flw,0.09292608695652174,-1.6780072450637817
71,p38_p38a_3flw~p38a_2v,0.017972222222222226,-0.4072626233100891
72,p38_p38a_2aa~p38a_2z,0.1441375,-1.1306971311569214
73,p38_p38a_2j~mk3,0.1291846153846154,-0.6153971552848816
74,p38_p38a_3fly~p38a_2bb,0.18129444444444445,-1.3888636827468872
75,p38_p38a_2t~p38a_2o,0.16501666666666667,-0.915360152721405
76,p38_mk3~p38a_3fln,0.141,-1.7677724361419678
77,p38_p38a_2k~p38a_2m,0.21235384615384614,-2.030855178833008
78,p38_p38a_2gg~p38a_2ff,0.2451,-1.102081537246704
79,p38_p38a_3fln~p38a_2ee,0.17129230769230766,-1.1658735275268555
80,p38_p38a_3flz~p38a_3fln,0.2373125,-1.3122518062591553
81,p38_p38a_2k~p38a_2q,0.04621884057971015,-2.4153823852539062
82,p38_p38a_2p~p38a_2l,0.05393623188405797,-0.5630220174789429
83,p38_p38a_2f~p38a_3flz,0.25168749999999995,-1.403012752532959
84,p38_p38a_2v~mk4,0.214925,-0.9753547310829163
85,p38_p38a_2l~p38a_2p,0.054530434782608696,-1.8729078769683838
86,p38_mk1~p38a_2f,0.2152722222222222,-2.361151695251465
87,p38_p38a_2ff~p38a_2gg,0.24523846153846154,-1.1593455076217651
88,p38_p38a_2r~p38a_2s,0.15011249999999998,-1.5251004695892334
